Grupo;Codigo;Conta;Descricao;Saldo Anterior;Total de Debitos;Total de Creditos;Saldo Atual;Perc;Janeiro;%;Fevereiro;%;Marco;%;Abril;%;Maio;%;Junho;%;Julho;%;Agosto;%;Setembro;%;Outubro;%;Novembro;%;Dezembro;%
20;A;3120041;DEVOLUCAO MAQS E IMPLEM AGCO USADOS;500000,00;165000,00;,00;665000,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;500000,00;,00;165000,00;,00
20;A;3120061;DEVOLUCAO OUTROS NEGOCIOS AGCO;25260,96;,00;,00;25260,96;,00;125,00;,00;2333,00;,00;1718,87;,00;,00;,00;338,39;,00;,00;,00;70,00;,00;1646,00;,00;529,70;,00;18500,00;,00;,00;,00;,00;,00
20;A;3120101;DEVOLUCAO DE PECAS AGCO;90788,65;1382,00;,00;92170,65;,00;6588,50;,00;8633,12;,00;18095,86;,00;19644,73;,00;11131,57;,00;1475,80;,00;5778,07;,00;7588,92;,00;6875,14;,00;3194,00;,00;1782,94;,00;1382,00;,00
20;A;3120131;DEVOLUCAO PECAS OUTRAS MARCAS;36163,17;,00;,00;36163,17;,00;2027,00;,00;1729,00;,00;7892,92;,00;12411,64;,00;898,42;,00;928,00;,00;173,43;,00;2101,80;,00;6139,96;,00;1261,00;,00;600,00;,00;,00;,00
20;A;3120151;DEVOLUCAO LUBRIFICANTES;9024,63;,00;,00;9024,63;,00;1188,12;,00;318,00;,00;1407,00;,00;2651,71;,00;,00;,00;520,00;,00;,00;,00;371,04;,00;1111,76;,00;1457,00;,00;,00;,00;,00;,00
20;A;3130000;IMPOSTOS S/VENDAS;1434606,52;58921,31;1773,78;1491754,05;,00;73321,99;,00;217880,20;,00;153898,63;,00;132885,39;,00;140421,13;,00;104463,46;,00;117281,70;,00;139411,91;,00;102587,26;,00;128084,18;,00;124370,67;,00;57147,53;,00
20;A;3130010;TRANSFERENCIA IMPOSTOS ENTRE FILIAIS;-165,83;,00;67,85;-233,68;,00;,00;,00;-48,62;,00;-32,41;,00;,00;,00;-33,92;,00;-16,96;,00;,00;,00;,00;,00;,00;,00;-33,92;,00;,00;,00;-67,85;,00
20;A;3131011;ICMS S/MAQUINAS AGCO NOVOS;880245,92;19039,32;,00;899285,24;,00;44673,06;,00;145600,62;,00;78420,43;,00;69411,89;,00;117214,39;,00;63584,51;,00;88340,04;,00;85698,38;,00;51853,68;,00;44919,67;,00;90529,25;,00;19039,32;,00
20;A;3131021;ICMS S/IMPLEMENTOS AGCO NOVOS;42713,57;,00;,00;42713,57;,00;,00;,00;19323,59;,00;,00;,00;8326,52;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;15063,46;,00;,00;,00;,00;,00
20;A;3131031;ICMS S/MAQ.IMPL.OUTRAS MARCAS NOVOS;134580,86;4143,85;,00;138724,71;,00;6386,57;,00;14587,48;,00;10953,21;,00;4384,73;,00;7047,75;,00;9631,83;,00;12062,32;,00;16876,20;,00;20858,79;,00;24394,96;,00;7397,02;,00;4143,85;,00
20;A;3131041;ICMS S/MAQ IMPLEM AGCO USADOS;28860,97;2805,00;1402,50;30263,47;,00;,00;,00;,00;,00;9902,50;,00;4250,00;,00;,00;,00;,00;,00;,00;,00;1360,00;,00;3669,15;,00;7839,72;,00;1839,60;,00;1402,50;,00
20;A;3131051;ICMS S/MAQ IMPL.OUTRAS MARCAS USADOS;5906,50;,00;,00;5906,50;,00;127,50;,00;,00;,00;1514,00;,00;,00;,00;897,50;,00;1317,50;,00;,00;,00;535,50;,00;588,00;,00;926,50;,00;,00;,00;,00;,00
20;A;3131061;ICMS S/VENDA OUTROS NEGOCIOS AGCO;8679,55;306,34;,00;8985,89;,00;398,55;,00;435,93;,00;185,16;,00;1095,04;,00;556,00;,00;2238,28;,00;566,23;,00;805,59;,00;401,12;,00;1918,63;,00;79,02;,00;306,34;,00
20;A;3131062;ICMS S/VENDA OUTROS NEGOC.AGCO OFICINA;1852,97;27,55;,00;1880,52;,00;230,13;,00;412,65;,00;99,25;,00;30,60;,00;81,28;,00;50,66;,00;316,00;,00;310,22;,00;8,63;,00;178,94;,00;134,61;,00;27,55;,00
20;A;3131063;ICMS S/VENDA OUTROS NEG.AGCO GARANTIA;546,58;553,86;,00;1100,44;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;531,63;,00;,00;,00;,00;,00;,00;,00;14,95;,00;,00;,00;553,86;,00
20;A;3131101;ICMS S/PECAS AGCO;79097,70;4699,66;234,94;83562,42;,00;3095,24;,00;11856,01;,00;12376,00;,00;12719,34;,00;4223,20;,00;3109,61;,00;4672,62;,00;9722,43;,00;6416,05;,00;7446,94;,00;3460,26;,00;4464,72;,00
20;A;3131102;ICMS S/PECAS OFICINA AGCO;49379,09;1866,73;,00;51245,82;,00;4511,80;,00;7516,62;,00;7477,18;,00;9591,71;,00;1965,04;,00;3109,99;,00;1319,43;,00;3181,51;,00;2660,79;,00;2102,41;,00;5942,61;,00;1866,73;,00
20;A;3131103;ICMS S/PECAS GARANTIA AGCO;12019,31;9176,93;,00;21196,24;,00;667,99;,00;,00;,00;1655,85;,00;,00;,00;,00;,00;5473,52;,00;,00;,00;,00;,00;38,06;,00;4183,89;,00;,00;,00;9176,93;,00
20;A;3131131;ICMS S/PECAS OUTRAS MARCAS;38131,38;1878,50;,00;40009,88;,00;2437,88;,00;4038,21;,00;7032,40;,00;6196,52;,00;2868,70;,00;2134,01;,00;2070,93;,00;5040,70;,00;2347,93;,00;2222,57;,00;1741,53;,00;1878,50;,00
20;A;3131132;ICMS S/PECAS OFICINA OUTRAS MARCAS;17444,99;952,60;,00;18397,59;,00;1331,36;,00;1891,83;,00;3867,27;,00;1812,77;,00;236,09;,00;647,74;,00;697,00;,00;582,80;,00;484,84;,00;2768,66;,00;3124,63;,00;952,60;,00
20;A;3131133;ICMS S/PECAS OUTRAS MARCAS GARANTIA;4453,62;2320,94;,00;6774,56;,00;,00;,00;,00;,00;193,67;,00;,00;,00;,00;,00;532,28;,00;,00;,00;,00;,00;3712,92;,00;14,75;,00;,00;,00;2320,94;,00
20;A;3131151;ICMS S/LUBRIFICANTES;83,07;,00;,00;83,07;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;53,15;,00;,00;,00;29,92;,00;,00;,00;,00;,00
20;A;3132031;PIS S/MAQS IMPLEM OUTRAS MARCAS NOVOS;695,55;,00;,00;695,55;,00;73,21;,00;,00;,00;,00;,00;,00;,00;8,60;,00;,00;,00;,00;,00;271,84;,00;,00;,00;,00;,00;341,90;,00;,00;,00
20;A;3132041;PIS S/MAQ IMPLEM AGCO USADOS;1119,01;144,48;,00;1263,49;,00;,00;,00;,00;,00;524,92;,00;130,00;,00;,00;,00;,00;,00;,00;,00;32,50;,00;270,39;,00;81,52;,00;79,68;,00;144,48;,00
20;A;3132051;PIS S/MAQ IMPLEM OUTRAS MARCAS USADOS;623,88;,00;,00;623,88;,00;32,50;,00;,00;,00;72,49;,00;,00;,00;142,07;,00;127,13;,00;,00;,00;28,63;,00;113,67;,00;107,39;,00;,00;,00;,00;,00
20;A;3132061;PIS S/VENDA OUTROS NEG.AGCO;640,89;8,24;,00;649,13;,00;31,21;,00;43,35;,00;46,53;,00;22,22;,00;19,21;,00;78,64;,00;31,15;,00;60,45;,00;28,02;,00;271,62;,00;8,49;,00;8,24;,00
20;A;3132062;PIS S/VENDA DE OUTROS NEGOCIOS OFICINA;131,45;2,68;,00;134,13;,00;15,06;,00;9,93;,00;9,68;,00;2,46;,00;3,38;,00;4,07;,00;33,64;,00;21,40;,00;6,48;,00;16,97;,00;8,38;,00;2,68;,00
20;A;3132063;PIS S/VENDA DE OUTROS NEGOCIOS GARANTIA;2,80;38,84;,00;41,64;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;1,60;,00;,00;,00;,00;,00;,00;,00;1,20;,00;,00;,00;38,84;,00
20;A;3132101;PIS S/PECAS AGCO;3815,95;198,83;12,22;4002,56;,00;163,23;,00;565,95;,00;809,97;,00;579,03;,00;161,49;,00;179,52;,00;264,76;,00;416,84;,00;215,89;,00;309,98;,00;149,29;,00;186,61;,00
20;A;3132102;PIS S/PECAS OFICINA AGCO;2340,93;139,33;,00;2480,26;,00;151,01;,00;297,67;,00;388,42;,00;269,17;,00;69,85;,00;196,30;,00;99,32;,00;178,89;,00;143,74;,00;172,00;,00;374,56;,00;139,33;,00
20;A;3132103;PIS S/PECAS GARANTIA AGCO;80,87;70,18;,00;151,05;,00;7,16;,00;,00;,00;30,99;,00;,00;,00;,00;,00;36,70;,00;,00;,00;,00;,00;4,61;,00;1,41;,00;,00;,00;70,18;,00
20;A;3132131;PIS S/PECAS OUTRAS MARCAS;1191,64;61,26;,00;1252,90;,00;40,96;,00;119,30;,00;182,56;,00;179,69;,00;74,74;,00;273,64;,00;36,90;,00;90,06;,00;92,63;,00;61,42;,00;39,74;,00;61,26;,00
20;A;3132132;PIS S/PECAS OFICINA OUTRAS MARCAS;427,06;26,97;,00;454,03;,00;25,87;,00;156,93;,00;105,74;,00;27,14;,00;4,83;,00;50,83;,00;,00;,00;16,71;,00;4,82;,00;19,11;,00;15,08;,00;26,97;,00
20;A;3132133;PIS S/PECAS OUTRAS MARCAS GARANTIA;17,76;13,84;,00;31,60;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;15,33;,00;,00;,00;,00;,00;1,24;,00;1,19;,00;,00;,00;13,84;,00
20;A;3132151;PIS S/LUBRIFICANTES;3206,70;68,40;,00;3275,10;,00;171,60;,00;239,82;,00;344,76;,00;423,07;,00;261,36;,00;322,62;,00;220,80;,00;613,79;,00;275,67;,00;248,02;,00;85,19;,00;68,40;,00
20;A;3132152;PIS S/LUBRIFICANTES OFICINA;1652,35;38,00;,00;1690,35;,00;194,55;,00;296,06;,00;119,03;,00;128,34;,00;20,93;,00;169,57;,00;139,76;,00;285,08;,00;40,85;,00;154,77;,00;103,41;,00;38,00;,00
20;A;3132153;PIS S/LUBRIFICANTES GARANTIA;49,77;70,51;,00;120,28;,00;2,06;,00;,00;,00;,00;,00;,00;,00;,00;,00;28,49;,00;,00;,00;,00;,00;4,28;,00;14,94;,00;,00;,00;70,51;,00
20;A;3132211;PIS S/SERVICOS PRESTADOS A CLIENTES;3491,24;121,81;,00;3613,05;,00;256,01;,00;268,05;,00;469,79;,00;431,25;,00;119,70;,00;320,05;,00;301,71;,00;347,05;,00;268,00;,00;385,95;,00;323,68;,00;121,81;,00
20;A;3132271;PIS S/SERVICOS REALIZADOS POR TERCEIROS;145,32;2,97;,00;148,29;,00;72,39;,00;17,66;,00;30,31;,00;8,75;,00;,00;,00;6,44;,00;,00;,00;,00;,00;9,77;,00;,00;,00;,00;,00;2,97;,00
20;A;3132291;PIS S/COMISSOES S/VENDAS DE MAQUINAS;1242,61;593,88;,00;1836,49;,00;206,49;,00;13,29;,00;155,45;,00;187,64;,00;3,93;,00;131,16;,00;,00;,00;127,38;,00;54,61;,00;296,94;,00;65,72;,00;593,88;,00
20;A;3133031;COFINS S/MAQS IMPLEM OUTRAS MARCAS NOVOS;3203,69;,00;,00;3203,69;,00;337,20;,00;,00;,00;,00;,00;,00;,00;39,60;,00;,00;,00;,00;,00;1252,12;,00;,00;,00;,00;,00;1574,77;,00;,00;,00
20;A;3133041;COFINS S/MAQ IMPLEM AGCO USADOS;5164,60;666,82;,00;5831,42;,00;,00;,00;,00;,00;2422,67;,00;600,00;,00;,00;,00;,00;,00;,00;,00;150,00;,00;1247,93;,00;376,25;,00;367,75;,00;666,82;,00
20;A;3133051;COFINS S/MAQ IMPLEM OUTRAS MARCAS USADOS;2879,41;,00;,00;2879,41;,00;150,00;,00;,00;,00;334,58;,00;,00;,00;655,69;,00;586,76;,00;,00;,00;132,12;,00;524,63;,00;495,63;,00;,00;,00;,00;,00
20;A;3133061;COFINS S/VENDA OUTROS NEG,AGCO;2952,21;37,98;,00;2990,19;,00;143,75;,00;199,76;,00;214,33;,00;102,36;,00;88,42;,00;362,31;,00;143,47;,00;278,51;,00;129,08;,00;1251,15;,00;39,07;,00;37,98;,00
20;A;3133062;COFINS S/VENDA OUTROS NEG,AGCO OFICINA;605,51;12,34;,00;617,85;,00;69,37;,00;45,76;,00;44,60;,00;11,36;,00;15,60;,00;18,81;,00;154,96;,00;98,54;,00;29,80;,00;78,17;,00;38,54;,00;12,34;,00
20;A;3133063;COFINS S/VENDA OUTROS NEG,AGCO GARANTIA;12,91;178,90;,00;191,81;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;7,37;,00;,00;,00;,00;,00;,00;,00;5,54;,00;,00;,00;178,90;,00
20;A;3133101;COFINS S/PECAS AGCO;17577,83;915,86;56,27;18437,42;,00;751,92;,00;2606,89;,00;3730,63;,00;2667,34;,00;743,67;,00;827,11;,00;1219,59;,00;1920,33;,00;994,52;,00;1428,15;,00;687,68;,00;859,59;,00
20;A;3133102;COFINS S/PECAS OFICINA AGCO;10783,30;641,78;,00;11425,08;,00;695,61;,00;1371,26;,00;1789,13;,00;1239,92;,00;321,72;,00;904,35;,00;457,54;,00;823,97;,00;662,04;,00;792,44;,00;1725,32;,00;641,78;,00
20;A;3133103;COFINS S/PECAS GARANTIA AGCO;372,39;323,39;,00;695,78;,00;32,97;,00;,00;,00;142,75;,00;,00;,00;,00;,00;168,97;,00;,00;,00;,00;,00;21,21;,00;6,49;,00;,00;,00;323,39;,00
20;A;3133131;COFINS S/PECAS OUTRAS MARCAS;5958,20;282,24;,00;6240,44;,00;188,72;,00;1018,93;,00;840,76;,00;827,79;,00;344,23;,00;1260,48;,00;169,92;,00;414,81;,00;426,64;,00;282,90;,00;183,02;,00;282,24;,00
20;A;3133132;COFINS S/PECAS OFICINA OUTRAS MARCAS;1497,61;124,22;,00;1621,83;,00;119,15;,00;253,49;,00;487,08;,00;124,93;,00;22,20;,00;234,11;,00;,00;,00;76,96;,00;22,20;,00;88,04;,00;69,45;,00;124,22;,00
20;A;3133133;COFINS S/PECAS OUTRAS MARCAS GARANTIA;81,70;63,79;,00;145,49;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;70,53;,00;,00;,00;,00;,00;5,70;,00;5,47;,00;,00;,00;63,79;,00
20;A;3133151;COFINS S/LUBRIFICANTES;14767,96;314,99;,00;15082,95;,00;790,38;,00;1104,59;,00;1587,74;,00;1948,17;,00;1203,55;,00;1485,88;,00;1016,85;,00;2826,74;,00;1269,42;,00;1142,34;,00;392,30;,00;314,99;,00
20;A;3133152;COFINS S/LUBRIFICANTES OFICINA;7609,94;174,99;,00;7784,93;,00;896,02;,00;1363,69;,00;548,16;,00;591,01;,00;96,37;,00;781,08;,00;643,69;,00;1312,95;,00;188,08;,00;712,71;,00;476,18;,00;174,99;,00
20;A;3133153;COFINS S/LUBRIFICANTES GARANTIA;229,29;324,79;,00;554,08;,00;9,51;,00;,00;,00;,00;,00;,00;,00;,00;,00;131,24;,00;,00;,00;,00;,00;19,72;,00;68,82;,00;,00;,00;324,79;,00
20;A;3133211;COFINS S/SERVICOS PRESTADOS A CLIENTES;16076,97;560,93;,00;16637,90;,00;1179,01;,00;1234,41;,00;2163,27;,00;1985,92;,00;551,29;,00;1473,96;,00;1389,22;,00;1598,12;,00;1234,26;,00;1777,02;,00;1490,49;,00;560,93;,00
20;A;3133271;COFINS S/SERVICOS REALIZADOS POR TERCEIROS;669,24;13,68;,00;682,92;,00;333,41;,00;81,32;,00;139,60;,00;40,28;,00;,00;,00;29,64;,00;,00;,00;,00;,00;44,99;,00;,00;,00;,00;,00;13,68;,00
20;A;3133291;COFINS S/COMISSOES S/VENDAS DE MAQUINAS;5723,66;2735,47;,00;8459,13;,00;951,14;,00;61,24;,00;716,02;,00;864,28;,00;18,09;,00;604,16;,00;,00;,00;586,72;,00;251,56;,00;1367,73;,00;302,72;,00;2735,47;,00
20;A;3134211;ISS S/SERVICOS PRESTADOS A CLIENTES;10576,42;369,00;,00;10945,42;,00;775,65;,00;812,04;,00;1423,15;,00;1306,50;,00;362,68;,00;969,66;,00;913,85;,00;1051,33;,00;811,96;,00;1169,03;,00;980,57;,00;369,00;,00
20;A;3134271;ISS S/SERVICOS REALIZADOS POR TERCEIROS;440,29;9,00;,00;449,29;,00;219,35;,00;53,50;,00;91,84;,00;26,50;,00;,00;,00;19,50;,00;,00;,00;,00;,00;29,60;,00;,00;,00;,00;,00;9,00;,00
20;A;3134291;ISS S/COMISSOES S/VENDAS DE MAQUINAS;2717,36;1799,64;,00;4517,00;,00;375,44;,00;30,99;,00;287,17;,00;341,15;,00;11,90;,00;240,85;,00;,00;,00;231,59;,00;99,29;,00;899,82;,00;199,16;,00;1799,64;,00
20;A;3140000;CUSTO DE MERCADORIAS E SERVICOS;20226291,21;789562,86;154899,24;20860954,83;,00;821107,33;,00;2990803,65;,00;2760399,07;,00;1748687,16;,00;2006048,10;,00;1386426,03;,00;1454811,75;,00;1878811,52;,00;1750813,44;,00;1620378,09;,00;1808005,07;,00;634663,62;,00
20;A;3140001;CUSTO MERCADORIAS VENDIDAS;26624,42;,00;,00;26624,42;,00;1510,00;,00;2431,00;,00;6020,00;,00;2065,00;,00;4400,00;,00;430,00;,00;1165,00;,00;,00;,00;2795,00;,00;400,00;,00;5408,42;,00;,00;,00
20;A;3140002;CUSTO DOS SERVICOS VENDIDOS;50913,17;2750,01;,00;53663,18;,00;3217,36;,00;3260,00;,00;2080,00;,00;587,00;,00;308,00;,00;920,18;,00;2661,00;,00;4910,62;,00;44,00;,00;24605,00;,00;8320,01;,00;2750,01;,00
20;A;3140011;CUSTO MAQUINAS AGCO NOVOS;13062448,44;287425,00;,00;13349873,44;,00;654823,72;,00;2331722,53;,00;1169981,53;,00;921711,06;,00;1734164,30;,00;955984,77;,00;1210059,85;,00;1269660,68;,00;791069,47;,00;622775,40;,00;1400495,13;,00;287425,00;,00
20;A;3140021;CUSTO IMPLEMENTOS AGCO NOVOS;708889,80;,00;,00;708889,80;,00;,00;,00;324150,37;,00;,00;,00;129363,55;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;,00;255375,88;,00;,00;,00;,00;,00
20;A;3140031;CUSTO MAQS E IMPLEM.OUTRAS MARCAS NOVOS;1969783,81;57981,65;,00;2027765,46;,00;89194,33;,00;208242,59;,00;152995,97;,00;64140,07;,00;100179,43;,00;142305,55;,00;160624,07;,00;255539,55;,00;307610,45;,00;378178,34;,00;110773,46;,00;57981,65;,00
